,id,target
798,798,(D) energy available to heterotrophs
799,799,(A) Characteristics acquired during an organism's life are generally not passed on through genes.
800,800,(D) Incomplete dominance describes the interaction of two alleles on one gene; epistasis describes the interaction of two genes and their respective alleles.
801,801,(A) Your liver cells contain the same DNA as your white blood cells.
802,802,"(C) The most energy is released during oxidative phosphorylation because in addition to the phosphorylation of ADP into ATP, all the potential energy held in NADH and FADH2 is transferred to ATP."
803,803,(B) Breast milk contains maternal antibodies that protect against gastrointestinal pathogens.
804,804,(A) Electrons flow down an electron transport chain as they are attracted to oxygen.
805,805,"(B) The flu virus, which changes its envelope proteins"
806,806,(A)
807,807,(A) is the incorrect statement about gel electrophoresis. DNA migrates from negative charge to positive charge. So the answer is (A).
808,808,(D) South American temperate plants are more similar to the tropical plants of South America than to the temperate plants of Europe.
809,809,"(D) Posttranscriptional modification occurs in the cytoplasm.

Explanation: While it is true that post-transcriptional modifications such as the addition of a poly-A tail and a guanine cap, and the removal of introns (splicing) do occur in mRNA, these processes typically take place in the nucleus of the cell. Therefore, option (D) is the incorrect statement."
810,810,"(B) is the correct answer. Photosynthesis is the process by which plants, algae, and some bacteria convert light energy, usually from the sun, into chemical energy in the form of glucose or other sugars. This process requires light, carbon dioxide, and water as key ingredients. The chemical equation for photosynthesis is:

6CO2 + 6H2O + light energy -> C6H12O6 + 6O2

So, (A) glucose, light, CO2 is incorrect, (C) water, soil, O2 is incorrect, and (D) O2, water, light is also incorrect."
811,811,"(A) Eukaryotic organelles helped create separate environments for metabolic reactions, thus increasing their metabolic efficiency."
812,812,(D)
813,813,(D) Cryptic coloration
814,814,(B) There will be less precipitation in those clear-cut areas.
815,815,"(D) an overarching explanation, supported by much evidence, for how populations change over time."
816,816,(B)
817,817,(A) T cells attack healthy body cells.
818,818,"(A) An increase in the amount of CO2 in the blood does not regulate respiration in humans. In fact, an increase in CO2 levels in the blood causes an increase in respiration rate, also known as hyperventilation, in an attempt to decrease CO2 levels and restore normal pH balance. Therefore, the correct answer is (A)."
819,819,(C)
820,820,(D) Relationships between DNA sequences among the species did not match relationships between skeletal patterns.
821,821,(D) intersexual selection.
822,822,(D) The number of chromosomes is reduced.
823,823,(A) H2O diffuses out of the leaf faster than CO2 enters.
824,824,"(B) Batesian mimicry is the answer. This type of mimicry describes the similarity between a harmless species and a dangerous or distasteful one, which offers the harmless species protection from predators."
825,825,(D) The pH of both lakes will decrease in response to acid rain.
826,826,(C) Phytochrome
827,827,(A) thigmotropism
828,828,"(B) Poorly adapted individuals never produce offspring.

Explanation: This statement is not entirely accurate because even poorly adapted individuals can still produce offspring. Natural selection is based on the fact that those offspring who inherit traits that make them better adapted to their environment are more likely to survive and reproduce, passing on those advantageous traits to the next generation."
